Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Crs,TklW,Int,Fld,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm
2357,Yellu Santiago,es ESP,MF,Hellas Verona,it Serie A,21.0,2004,2,0,6,0.1,0,0,0,0,0,0,0,0,0.00,2,1,50.0,30.00,15.00,0.00,0.00,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2358,Alisson Santos,br BRA,"MF,FW",Napoli,it Serie A,22.0,2002,14,9,834,9.3,4,0,4,4,0,0,1,0,0.43,29,16,55.2,3.13,1.73,0.14,0.25,0,0,42,8,2,8,1,0,0,4,0,,,,,,,,,,,,,,
2359,Andrey Santos,br BRA,MF,Chelsea,eng Premier League,21.0,2004,27,13,1260,14.0,1,0,1,1,0,0,4,0,0.07,11,2,18.2,0.79,0.14,0.09,0.50,0,0,2,21,18,22,4,0,0,13,0,,,,,,,,,,,,,,
2360,Kauã Santos,br BRA,GK,Eintracht Frankfurt,de Bundesliga,22.0,2003,13,13,1084,12.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,0,3,0,0,0,0,0,32,2.66,68,37,54.4,3,4,6,2,15.4,1,1,0,0
2361,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,23.0,2002,15,8,709,7.9,0,0,0,0,0,0,0,0,0.00,9,0,0.0,1.14,0.00,0.00,,0,0,32,8,5,21,0,0,0,13,0,,,,,,,,,,,,,,
2362,Renzo Saravia,ar ARG,DF,Valencia,es La Liga,32.0,1993,5,4,351,3.9,0,0,0,0,0,0,2,0,0.00,1,0,0.0,0.26,0.00,0.00,,0,0,1,5,7,10,2,0,0,4,0,,,,,,,,,,,,,,
2363,Alejo Sarco,ar ARG,FW,Gladbach,de Bundesliga,19.0,2006,3,0,53,0.6,0,0,0,0,0,0,0,0,0.00,2,0,0.0,3.40,0.00,0.00,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2364,Alejo Sarco,ar ARG,FW,Leverkusen,de Bundesliga,19.0,2006,3,0,74,0.8,0,0,0,0,0,0,0,0,0.00,2,0,0.0,2.43,0.00,0.00,,0,0,0,0,0,2,0,0,0,2,0,,,,,,,,,,,,,,
2365,Jeremy Sarmiento,ec ECU,MF,Cremonese,it Serie A,23.0,2002,7,0,142,1.6,0,0,0,0,0,0,0,0,0.00,2,2,100.0,1.27,1.27,0.00,0.00,0,0,2,2,2,1,0,0,0,0,0,,,,,,,,,,,,,,
2366,Amin Sarr,se SWE,"FW,MF",Hellas Verona,it Serie A,24.0,2001,34,9,1102,12.2,0,1,1,0,0,0,2,1,0.08,19,6,31.6,1.55,0.49,0.00,0.00,0,0,12,9,4,22,2,1,1,25,0,,,,,,,,,,,,,,
2367,Bouna Sarr,sn SEN,"MF,DF",Metz,fr Ligue 1,33.0,1992,12,10,895,9.9,0,0,0,0,0,0,1,0,0.00,15,3,20.0,1.51,0.30,0.00,0.00,0,0,31,13,11,20,1,0,0,11,0,,,,,,,,,,,,,,
2368,Ismaila Sarr,sn SEN,MF,Crystal Palace,eng Premier League,27.0,1998,28,24,2174,24.2,9,1,10,6,3,3,2,0,0.29,48,21,43.8,1.99,0.87,0.13,0.29,3,3,24,9,7,42,2,0,0,12,0,,,,,,,,,,,,,,
2369,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,26.0,1999,33,33,2925,32.5,0,1,1,0,0,0,4,0,0.03,23,5,21.7,0.71,0.15,0.00,0.00,0,0,10,44,76,24,4,0,0,21,0,,,,,,,,,,,,,,
2370,Mamadou Sarr,sn SEN,DF,Strasbourg,fr Ligue 1,19.0,2005,15,15,1305,14.5,0,0,0,0,0,0,3,0,0.00,1,0,0.0,0.07,0.00,0.00,,0,0,0,13,5,11,3,0,0,16,0,,,,,,,,,,,,,,
2371,Mamadou Sarr,sn SEN,DF,Chelsea,eng Premier League,19.0,2005,3,1,102,1.1,0,0,0,0,0,0,0,0,0.00,1,0,0.0,0.88,0.00,0.00,,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,
2372,Martin Satriano,uy URU,"FW,MF",Getafe,es La Liga,24.0,2001,18,18,1603,17.8,6,1,7,6,0,0,5,0,0.39,35,14,40.0,1.97,0.79,0.17,0.43,0,0,21,13,9,31,5,0,0,21,0,,,,,,,,,,,,,,
2373,Martin Satriano,uy URU,FW,Lyon,fr Ligue 1,24.0,2001,11,8,692,7.7,2,1,3,2,0,0,1,0,0.39,16,7,43.8,2.08,0.91,0.13,0.29,0,0,5,3,5,13,1,0,0,11,0,,,,,,,,,,,,,,
2374,Mario Sauer,sk SVK,MF,Toulouse,fr Ligue 1,21.0,2004,25,6,651,7.2,1,0,1,1,0,0,4,0,0.14,14,3,21.4,1.94,0.41,0.07,0.33,0,0,7,6,10,3,4,0,0,12,0,,,,,,,,,,,,,,
2375,Razvan Sava,ro ROU,GK,Udinese,it Serie A,23.0,2002,7,6,620,6.9,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,1,0,0,0,0,14,2.03,28,14,50.0,2,2,2,1,16.7,0,0,0,0
2376,Sávio,br BRA,MF,Manchester City,eng Premier League,21.0,2004,24,7,833,9.3,1,1,2,1,0,0,2,0,0.22,20,11,55.0,2.16,1.19,0.05,0.09,0,0,40,5,5,15,2,0,0,9,0,,,,,,,,,,,,,,
2377,Nicolò Savona,it ITA,DF,Nottingham Forest,eng Premier League,22.0,2003,14,11,1028,11.4,2,0,2,2,0,0,2,0,0.18,5,3,60.0,0.44,0.26,0.40,0.67,0,0,27,12,5,5,2,0,0,12,0,,,,,,,,,,,,,,
2378,Joe Scally,us USA,"DF,MF",Gladbach,de Bundesliga,22.0,2002,32,29,2608,29.0,2,3,5,2,0,0,8,0,0.17,16,10,62.5,0.55,0.35,0.13,0.20,0,0,47,27,18,51,8,0,0,33,1,,,,,,,,,,,,,,
2379,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,21.0,2003,24,23,1808,20.1,3,1,4,3,0,0,2,0,0.20,20,6,30.0,1.00,0.30,0.15,0.50,0,0,5,23,38,10,2,0,0,31,0,,,,,,,,,,,,,,
2380,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,26.0,1999,24,16,1315,14.6,10,1,11,8,2,2,2,0,0.62,57,22,38.6,3.90,1.51,0.14,0.36,2,2,0,5,3,19,2,0,0,26,0,,,,,,,,,,,,,,
2381,Oliver Scarles,eng ENG,"DF,MF",West Ham United,eng Premier League,19.0,2005,13,9,659,7.3,0,0,0,0,0,0,2,0,0.00,3,0,0.0,0.41,0.00,0.00,,0,0,35,19,13,7,2,0,0,7,0,,,,,,,,,,,,,,
2382,Dane Scarlett,eng ENG,FW,Tottenham Hotspur,eng Premier League,21.0,2004,2,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,
2383,Kevin Schade,de GER,"MF,FW",Brentford,eng Premier League,23.0,2001,35,32,2745,30.5,8,3,11,8,0,1,6,1,0.36,57,24,42.1,1.87,0.79,0.14,0.33,0,1,23,27,19,43,6,1,0,50,0,,,,,,,,,,,,,,
2384,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,26.0,1999,28,16,1421,15.8,2,1,3,2,0,0,2,1,0.19,27,10,37.0,1.71,0.63,0.07,0.20,0,0,18,22,20,22,2,1,0,32,0,,,,,,,,,,,,,,
2385,Fabian Schär,ch SUI,DF,Newcastle United,eng Premier League,33.0,1991,16,11,1091,12.1,0,0,0,0,0,0,1,0,0.00,17,4,23.5,1.40,0.33,0.00,0.00,0,0,4,9,16,7,1,0,0,15,0,,,,,,,,,,,,,,
2386,Fynn Schenten,de GER,FW,Köln,de Bundesliga,17.0,2007,7,1,100,1.1,0,0,0,0,0,0,0,0,0.00,1,0,0.0,0.90,0.00,0.00,,0,0,3,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,
2387,Derry Scherhant,de GER,MF,Freiburg,de Bundesliga,22.0,2002,31,12,1301,14.5,5,1,6,5,0,0,2,0,0.42,36,13,36.1,2.49,0.90,0.14,0.38,0,0,72,9,7,36,2,0,0,19,0,,,,,,,,,,,,,,
2388,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,29.0,1996,28,23,1988,22.1,16,3,19,12,4,5,2,0,0.68,72,34,47.2,3.26,1.54,0.17,0.35,4,5,0,4,3,20,2,0,0,22,0,,,,,,,,,,,,,,
2389,Stefan Schimmer,de GER,FW,Heidenheim,de Bundesliga,31.0,1994,27,3,820,9.1,5,1,6,5,0,0,1,0,0.66,32,12,37.5,3.51,1.32,0.16,0.42,0,0,10,4,4,5,1,0,0,13,0,,,,,,,,,,,,,,
2390,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,27.0,1997,26,21,1837,20.4,3,1,4,3,0,0,6,0,0.20,21,7,33.3,1.03,0.34,0.14,0.43,0,0,11,25,7,16,6,0,0,25,0,,,,,,,,,,,,,,
2391,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,28.0,1997,24,22,2031,22.6,0,1,1,0,0,1,7,1,0.04,12,3,25.0,0.53,0.13,0.00,0.00,0,1,6,25,33,20,7,1,1,25,0,,,,,,,,,,,,,,
2392,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,25.0,1999,28,28,2520,28.0,5,1,6,5,0,0,8,0,0.21,32,9,28.1,1.14,0.32,0.16,0.56,0,0,31,38,24,27,8,0,0,30,0,,,,,,,,,,,,,,
2393,Mick Schmetgens,de GER,MF,Werder Bremen,de Bundesliga,17.0,2007,2,0,37,0.4,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,2,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,
2394,Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,25.0,2000,34,34,2982,33.1,4,8,12,1,3,4,4,0,0.27,57,21,36.8,1.72,0.63,0.02,0.05,3,4,154,28,13,31,4,0,0,19,0,,,,,,,,,,,,,,
2395,Isaac Schmidt,ch SUI,"MF,DF",Werder Bremen,de Bundesliga,25.0,1999,19,6,682,7.6,1,0,1,1,0,0,2,0,0.13,5,2,40.0,0.66,0.26,0.20,0.50,0,0,8,10,11,3,2,0,0,8,0,,,,,,,,,,,,,,
2396,Joël Schmied,ch SUI,DF,Köln,de Bundesliga,26.0,1998,16,13,1078,12.0,0,0,0,0,0,0,5,0,0.00,5,0,0.0,0.42,0.00,0.00,,0,0,5,9,11,8,5,0,0,16,0,,,,,,,,,,,,,,
2397,Tim Schnitzer,de GER,MF,Augsburg,de Bundesliga,17.0,2008,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2398,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,26.0,1999,31,29,2252,25.0,3,3,6,3,0,0,5,0,0.24,25,7,28.0,1.00,0.28,0.12,0.43,0,0,14,17,32,17,5,0,0,21,0,,,,,,,,,,,,,,
2399,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,30.0,1995,34,34,3060,34.0,0,0,0,0,0,0,2,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,3,4,2,0,0,1,0,63,1.85,148,92,60.8,7,11,16,3,8.8,7,5,2,0
2400,Léo Scienza,br BRA,MF,Heidenheim,de Bundesliga,26.0,1998,2,2,180,2.0,1,0,1,1,0,0,0,0,0.50,4,1,25.0,2.00,0.50,0.25,1.00,0,0,13,2,0,7,0,0,0,1,0,,,,,,,,,,,,,,
2401,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,21.0,2003,37,34,2849,31.7,3,1,4,3,0,0,5,0,0.13,44,13,29.5,1.39,0.41,0.07,0.23,0,0,88,38,35,60,5,0,0,45,0,,,,,,,,,,,,,,
2402,Simone Scuffet,it ITA,GK,Pisa,it Serie A,29.0,1996,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,4,0,0,0,0,0,15,2.14,26,14,53.8,0,3,4,1,14.3,3,3,0,0
2403,Sebastian Sebulonsen,no NOR,"DF,MF",Köln,de Bundesliga,25.0,2000,31,28,2498,27.8,0,0,0,0,0,0,5,0,0.00,31,5,16.1,1.12,0.18,0.00,0.00,0,0,67,26,17,9,5,0,0,11,0,,,,,,,,,,,,,,
2404,Jenson Seelt,nl NED,DF,Wolfsburg,de Bundesliga,22.0,2003,9,8,681,7.6,0,0,0,0,0,0,0,0,0.00,2,0,0.0,0.26,0.00,0.00,,0,0,0,9,5,6,0,0,0,5,1,,,,,,,,,,,,,,
2405,Jenson Seelt,nl NED,DF,Sunderland,eng Premier League,22.0,2003,2,1,134,1.5,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,1,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,
2406,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,25.0,2000,21,13,1186,13.2,0,1,1,0,0,0,1,0,0.08,5,1,20.0,0.38,0.08,0.00,0.00,0,0,11,22,17,31,1,0,0,16,0,,,,,,,,,,,,,,
2407,Taufik Seidu,es ESP,MF,Atlético Madrid,es La Liga,17.0,2008,1,0,23,0.3,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,1,0,0,2,0,,,,,,,,,,,,,,
2408,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,24.0,2001,33,31,2694,29.9,0,2,2,0,0,0,2,0,0.07,20,7,35.0,0.67,0.23,0.00,0.00,0,0,6,47,60,6,2,0,0,18,0,,,,,,,,,,,,,,
2409,Ayumu Seko,jp JPN,"MF,DF",Le Havre,fr Ligue 1,25.0,2000,30,29,2625,29.2,0,0,0,0,0,0,6,0,0.00,17,6,35.3,0.58,0.21,0.00,0.00,0,0,5,24,35,20,6,0,0,28,1,,,,,,,,,,,,,,
2410,Matz Sels,be BEL,GK,Nottingham Forest,eng Premier League,33.0,1992,31,30,2668,29.6,0,0,0,0,0,0,2,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,0,4,2,0,0,0,0,39,1.32,127,93,72.4,10,10,10,7,23.3,5,4,1,0
2411,Antoine Semenyo,gh GHA,MF,Bournemouth,eng Premier League,25.0,2000,20,20,1798,20.0,10,3,13,9,1,2,6,0,0.60,49,27,55.1,2.45,1.35,0.18,0.33,1,2,28,20,6,14,6,0,0,37,0,,,,,,,,,,,,,,
2412,Antoine Semenyo,gh GHA,"MF,FW",Manchester City,eng Premier League,25.0,2000,17,17,1397,15.5,7,1,8,7,0,0,1,0,0.52,34,14,41.2,2.19,0.90,0.21,0.50,0,0,21,11,6,7,1,0,0,17,0,,,,,,,,,,,,,,
2413,Adrian Šemper,hr CRO,GK,Pisa,it Serie A,27.0,1998,25,25,2250,25.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,6,0,0,0,0,0,42,1.68,122,82,67.2,1,9,15,4,16.0,2,2,0,0
2414,Marvin Senaya,gh GHA,"DF,MF",Auxerre,fr Ligue 1,24.0,2001,25,20,1780,19.8,1,0,1,1,0,0,5,0,0.05,15,5,33.3,0.76,0.25,0.07,0.20,0,0,42,31,34,32,5,0,0,26,0,,,,,,,,,,,,,,
2415,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,28.0,1997,37,37,3288,36.5,0,5,5,0,0,0,8,0,0.14,17,5,29.4,0.47,0.14,0.00,0.00,0,0,28,34,50,37,8,0,0,35,0,,,,,,,,,,,,,,
2416,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,28.0,1997,20,12,1108,12.3,2,0,2,2,0,0,3,0,0.16,19,7,36.8,1.54,0.57,0.11,0.29,0,0,7,20,10,12,3,0,0,19,0,,,,,,,,,,,,,,
2417,Manuel Serrano,es ESP,DF,Real Madrid,es La Liga,21.0,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2418,Nicolás Serrano,es ESP,MF,Athletic Club,es La Liga,22.0,2003,16,4,366,4.1,1,0,1,1,0,0,0,0,0.25,16,4,25.0,3.93,0.98,0.06,0.25,0,0,42,5,2,8,0,0,0,10,0,,,,,,,,,,,,,,
2419,Benjamin Šeško,si SVN,FW,Manchester Utd,eng Premier League,22.0,2003,30,17,1643,18.3,11,1,12,11,0,0,2,0,0.66,61,34,55.7,3.34,1.86,0.18,0.32,0,0,2,3,3,6,2,0,0,17,0,,,,,,,,,,,,,,
2420,Ryan Sessegnon,eng ENG,"DF,MF",Fulham,eng Premier League,25.0,2000,27,20,1823,20.3,3,1,4,3,0,0,0,0,0.20,16,4,25.0,0.79,0.20,0.19,0.75,0,0,55,29,23,3,0,0,0,33,0,,,,,,,,,,,,,,
2421,Stephan El Shaarawy,it ITA,"MF,FW",Roma,it Serie A,32.0,1992,20,5,666,7.4,1,2,3,1,0,0,4,0,0.41,18,7,38.9,2.43,0.95,0.06,0.14,0,0,16,7,6,7,4,0,0,10,0,,,,,,,,,,,,,,
2422,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,30.0,1995,38,38,3219,35.8,1,1,2,1,0,0,9,0,0.06,10,3,30.0,0.28,0.08,0.10,0.33,0,0,54,45,43,20,9,0,0,48,0,,,,,,,,,,,,,,
2423,Kento Shiogai,jp JPN,MF,Wolfsburg,de Bundesliga,20.0,2005,12,2,318,3.5,1,0,1,1,0,0,3,0,0.28,9,6,66.7,2.55,1.70,0.11,0.17,0,0,1,4,3,3,3,0,0,8,0,,,,,,,,,,,,,,
2424,Kwasi Sibo,gh GHA,MF,Oviedo,es La Liga,27.0,1998,26,21,1681,18.7,0,0,0,0,0,0,3,1,0.00,9,2,22.2,0.48,0.11,0.00,0.00,0,0,2,20,14,4,3,1,0,30,0,,,,,,,,,,,,,,
2425,Djibril Sidibé,fr FRA,"MF,DF",Toulouse,fr Ligue 1,33.0,1992,33,26,2231,24.8,3,4,7,2,1,2,1,0,0.24,8,5,62.5,0.32,0.20,0.25,0.40,1,2,58,32,18,14,1,0,0,30,0,,,,,,,,,,,,,,
2426,Armindo Sieb,de GER,FW,Mainz 05,de Bundesliga,22.0,2003,22,3,548,6.1,2,0,2,2,0,0,1,0,0.33,18,6,33.3,2.96,0.99,0.11,0.33,0,0,13,4,0,2,1,0,0,16,0,,,,,,,,,,,,,,
2427,Jamil Siebert,de GER,DF,Lecce,it Serie A,23.0,2002,21,18,1701,18.9,1,0,1,1,0,0,3,0,0.05,6,2,33.3,0.32,0.11,0.17,0.50,0,0,5,15,15,7,3,0,0,22,0,,,,,,,,,,,,,,
2428,Francisco Sierralta,cl CHI,DF,Auxerre,fr Ligue 1,28.0,1997,10,9,861,9.6,1,0,1,1,0,0,2,0,0.10,7,2,28.6,0.73,0.21,0.14,0.50,0,0,0,6,9,5,2,0,0,8,0,,,,,,,,,,,,,,
2429,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,25.0,2000,15,12,1081,12.0,0,0,0,0,0,0,2,0,0.00,5,3,60.0,0.42,0.25,0.00,0.00,0,0,13,16,21,13,2,0,0,13,0,,,,,,,,,,,,,,
2430,Mathys Silestrie,fr FRA,GK,Rennes,fr Ligue 1,19.0,2005,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,6,3.00,14,8,57.1,0,0,2,0,0.0,0,0,0,0
2431,André Silva,pt POR,FW,Elche,es La Liga,29.0,1995,31,22,1849,20.5,10,0,10,7,3,3,3,0,0.34,57,29,50.9,2.77,1.41,0.12,0.24,3,3,3,8,4,34,3,0,0,24,0,,,,,,,,,,,,,,
2432,Bernardo Silva,pt POR,MF,Manchester City,eng Premier League,30.0,1994,38,34,2872,31.9,2,4,6,2,0,0,10,0,0.19,30,7,23.3,0.94,0.22,0.07,0.29,0,0,72,28,21,22,10,0,0,36,0,,,,,,,,,,,,,,
2433,Caio Henrique Oliveira Silva,br BRA,"DF,MF",Monaco,fr Ligue 1,28.0,1997,22,17,1536,17.1,0,2,2,0,0,0,2,0,0.12,2,0,0.0,0.12,0.00,0.00,,0,0,90,11,12,17,2,0,0,13,0,,,,,,,,,,,,,,
2434,Fábio Silva,pt POR,"FW,MF",Dortmund,de Bundesliga,23.0,2002,28,7,817,9.1,2,6,8,2,0,0,3,0,0.88,23,8,34.8,2.53,0.88,0.09,0.25,0,0,12,2,2,10,3,0,0,19,0,,,,,,,,,,,,,,
2435,Jota Silva,pt POR,FW,Nottingham Forest,eng Premier League,25.0,1999,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2436,Marco Silvestri,it ITA,GK,Cremonese,it Serie A,34.0,1991,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,7,1.75,22,15,68.2,0,3,1,0,0.0,0,0,0,0
2437,Abdallah Sima,sn SEN,"MF,FW",Lens,fr Ligue 1,24.0,2001,21,6,718,8.0,2,2,4,2,0,0,3,0,0.50,30,9,30.0,3.76,1.13,0.07,0.22,0,0,14,5,1,14,3,0,0,14,0,,,,,,,,,,,,,,
2438,Giovanni Simeone,ar ARG,FW,Torino,it Serie A,30.0,1995,32,27,2230,24.8,11,0,11,11,0,0,1,0,0.44,78,28,35.9,3.15,1.13,0.14,0.39,0,0,9,9,5,41,1,0,0,31,0,,,,,,,,,,,,,,
2439,Giuliano Simeone,ar ARG,MF,Atlético Madrid,es La Liga,22.0,2002,31,25,2099,23.3,4,6,10,4,0,0,2,0,0.43,36,14,38.9,1.54,0.60,0.11,0.29,0,0,48,25,20,40,2,0,0,21,0,,,,,,,,,,,,,,
2440,Moses Simon,ng NGA,"MF,FW",Paris FC,fr Ligue 1,30.0,1995,29,25,2001,22.2,3,3,6,3,0,0,1,0,0.27,34,11,32.4,1.53,0.49,0.09,0.27,0,0,143,11,8,19,1,0,0,15,0,,,,,,,,,,,,,,
2441,Unai Simón,es ESP,GK,Athletic Club,es La Liga,28.0,1997,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,8,1,0,0,0,0,54,1.46,146,97,65.1,13,6,18,6,16.2,6,3,2,1
2442,Xavi Simons,nl NED,"MF,FW",Tottenham Hotspur,eng Premier League,22.0,2003,28,19,1755,19.5,2,5,7,2,0,0,5,1,0.36,42,10,23.8,2.15,0.51,0.05,0.20,0,0,51,20,15,44,5,1,0,21,0,,,,,,,,,,,,,,
2443,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,22.0,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,2,0,1,3,0,0,0,1,0,,,,,,,,,,,,,,
2444,Jahmai Simpson-Pusey,eng ENG,DF,Köln,de Bundesliga,19.0,2005,11,10,863,9.6,0,0,0,0,0,0,2,1,0.00,6,3,50.0,0.63,0.31,0.00,0.00,0,0,2,8,12,4,2,1,0,4,0,,,,,,,,,,,,,,
2445,Danel Sinani,lu LUX,"MF,FW",St Pauli,de Bundesliga,28.0,1997,30,23,2069,23.0,5,3,8,2,3,3,4,0,0.22,49,18,36.7,2.13,0.78,0.04,0.11,3,3,135,16,5,27,4,0,0,39,0,,,,,,,,,,,,,,
2446,Dan Sinaté,fr FRA,DF,Angers,fr Ligue 1,19.0,2006,3,0,33,0.4,0,0,0,0,0,0,0,0,0.00,1,0,0.0,2.73,0.00,0.00,,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2447,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,25.0,1999,32,32,2770,30.8,12,4,16,9,3,4,8,0,0.42,93,39,41.9,3.02,1.27,0.10,0.23,3,4,32,26,26,53,8,0,0,30,0,,,,,,,,,,,,,,
2448,Ibrahima Sissoko,ml MLI,"MF,DF",Nantes,fr Ligue 1,27.0,1997,14,10,893,9.9,0,0,0,0,0,0,4,0,0.00,6,0,0.0,0.60,0.00,0.00,,0,0,6,7,17,8,4,0,0,25,0,,,,,,,,,,,,,,
2449,Antonio Sivera,es ESP,GK,Alavés,es La Liga,28.0,1996,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,0,1,3,0,0,1,1,56,1.47,148,97,65.5,11,10,17,5,13.2,5,5,0,0
2450,Telli Siwe,fr FRA,DF,Auxerre,fr Ligue 1,20.0,2004,4,4,315,3.5,0,0,0,0,0,0,0,0,0.00,2,1,50.0,0.57,0.29,0.00,0.00,0,0,0,4,5,0,0,0,0,3,0,,,,,,,,,,,,,,
2451,Tim Skarke,de GER,"MF,FW",Union Berlin,de Bundesliga,28.0,1996,22,4,623,6.9,1,1,2,1,0,0,0,0,0.29,14,5,35.7,2.02,0.72,0.07,0.20,0,0,13,4,1,9,0,0,0,8,0,,,,,,,,,,,,,,
2452,Ellyes Skhiri,tn TUN,"MF,DF",Eintracht Frankfurt,de Bundesliga,30.0,1995,25,16,1444,16.0,0,0,0,0,0,0,3,1,0.00,8,0,0.0,0.50,0.00,0.00,,0,0,3,8,25,13,3,1,1,11,0,,,,,,,,,,,,,,
2453,Leo Skiri Østigård,no NOR,DF,Genoa,it Serie A,25.0,1999,30,30,2622,29.1,5,1,6,5,0,0,7,0,0.21,22,12,54.5,0.76,0.41,0.23,0.42,0,0,1,27,30,15,7,0,0,38,0,,,,,,,,,,,,,,
2454,Laurs Skjellerup,dk DEN,FW,Sassuolo,it Serie A,22.0,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,1,0,0.0,9.00,0.00,0.00,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2455,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,34.0,1991,19,19,1592,17.7,0,0,0,0,0,0,1,1,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,8,1,1,0,1,0,18,1.02,49,33,67.3,10,4,5,8,42.1,2,2,0,0
2456,Andreas Skov Olsen,dk DEN,MF,Wolfsburg,de Bundesliga,25.0,1999,8,4,362,4.0,1,0,1,1,0,0,1,0,0.25,7,2,28.6,1.74,0.50,0.14,0.50,0,0,6,1,1,4,1,0,0,1,0,,,,,,,,,,,,,,
2457,Robert Skov,dk DEN,"DF,MF",Union Berlin,de Bundesliga,29.0,1996,3,3,220,2.4,0,0,0,0,0,0,0,0,0.00,1,0,0.0,0.41,0.00,0.00,,0,0,12,5,2,3,0,0,0,5,0,,,,,,,,,,,,,,
2458,Tobias Slotsager,dk DEN,DF,Hellas Verona,it Serie A,19.0,2006,8,4,446,5.0,0,0,0,0,0,0,0,0,0.00,3,1,33.3,0.61,0.20,0.00,0.00,0,0,2,7,3,5,0,0,0,3,0,,,,,,,,,,,,,,
2459,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,34.0,1991,22,14,1077,12.0,0,2,2,0,0,0,3,0,0.17,0,0,,0.00,0.00,,,0,0,13,12,10,11,3,0,0,19,0,,,,,,,,,,,,,,
